taxon_name,aus_native
Leucopogon blakei,TRUE
Leucopogon blepharolepis,TRUE
Leucopogon borealis,TRUE
Leucopogon bossiaea,TRUE
Leucopogon bracteolaris,TRUE
Leucopogon brevicuspis,TRUE
Leucopogon breviflorus,TRUE
Leucopogon canaliculatus,TRUE
Leucopogon capitellatus,TRUE
Leucopogon carinatus,TRUE
Leucopogon cinereus,TRUE
Leucopogon clelandii,TRUE
Leucopogon cochlearifolius,TRUE
Leucopogon collinus,TRUE
Leucopogon compactus,TRUE
Leucopogon sp. Lake Magenta (K.R.Newbey 3387),TRUE
Leucopogon conchifolius,TRUE
Leucopogon concinnus,TRUE
Leucopogon concurvus,TRUE
Leucopogon confertus,TRUE
Leucopogon conostephioides,TRUE
Leucopogon cordatus,TRUE
Leucopogon cordifolius,TRUE
Leucopogon corymbiformis,TRUE
Leucopogon corynocarpus,TRUE
Leucopogon costatus,TRUE
Leucopogon crassiflorus,TRUE
Leucopogon crassifolius,TRUE
Leucopogon cryptanthus,TRUE
Leucopogon cucullatus,TRUE
Leucopogon cuneifolius,TRUE
Leucopogon cuspidatus,TRUE
Leucopogon cymbiformis,TRUE
Leucopogon darlingensis,TRUE
Leucopogon decrescens,TRUE
Leucopogon decussatus,TRUE
Leucopogon deformis,TRUE
Leucopogon denticulatus,TRUE
Leucopogon dielsianus,TRUE
Leucopogon distans,TRUE
Leucopogon diversifolius,TRUE
Leucopogon elatior,TRUE
Leucopogon elegans,TRUE
Leucopogon elegans var. elegans,TRUE
Leucopogon ericoides,TRUE
Leucopogon esquamatus,TRUE
Leucopogon exolasius,TRUE
Leucopogon extremus,TRUE
Leucopogon fimbriatus,TRUE
Leucopogon flavescens,TRUE
Leucopogon flavescens var. brevifolius,TRUE
Leucopogon flavescens var. flavescens,TRUE
Leucopogon fletcheri,TRUE
Leucopogon fletcheri subsp. brevisepalus,TRUE
Leucopogon fletcheri subsp. fletcheri,TRUE
Leucopogon flexifolius,TRUE
Leucopogon florulentus,TRUE
Leucopogon foliosus,TRUE
Leucopogon fraseri,TRUE
Leucopogon gelidus,TRUE
Leucopogon gibbosus,TRUE
Leucopogon gilbertii,TRUE
Leucopogon glabellus,TRUE
Leucopogon glacialis,TRUE
Leucopogon glaucifolius,TRUE
Leucopogon gnaphalioides,TRUE
Leucopogon gracilis,TRUE
Leucopogon gracillimus,TRUE
Leucopogon grammatus,TRUE
Leucopogon grandiflorus,TRUE
Leucopogon hamulosus,TRUE
Leucopogon hirsutus,TRUE
Leucopogon hispidus,TRUE
Acrothamnus hookeri,TRUE
Leucopogon imbricatus,TRUE
Leucopogon incisus,TRUE
Leucopogon inflexus,TRUE
Leucopogon infuscatus,TRUE
Leucopogon insularis,TRUE
Leucopogon interruptus,TRUE
Leucopogon interstans,TRUE
Leucopogon juniperinus,TRUE
Leucopogon affinis,TRUE
Leucopogon pimeleoides,TRUE
Leucopogon lasiophyllus,TRUE
Leucopogon lasiostachyus,TRUE
Leucopogon lavarackii,TRUE
Leucopogon leptanthus,TRUE
Leucopogon leptospermoides,TRUE
Leucopogon lloydiorum,TRUE
Acrothamnus maccraei,TRUE
Leucopogon malayanus,TRUE
Leucopogon malayanus subsp. novoguineensis,TRUE
Leucopogon margarodes,TRUE
Leucopogon marginatus,TRUE
Leucopogon maritimus,TRUE
Leucopogon melaleucoides,TRUE
Leucopogon microcarpus,TRUE
Leucopogon microphyllus,TRUE
Leucopogon microphyllus var. microphyllus,TRUE
Leucopogon microphyllus var. pilibundus,TRUE
Leucopogon ericoides,TRUE
Leucopogon mitchellii,TRUE
Leucopogon mollis,TRUE
Acrothamnus montanus,TRUE
Leucopogon multiflorus,TRUE
Leucopogon muticus,TRUE
Leucopogon navicularis,TRUE
Leucopogon neoanglicus,TRUE
Leucopogon neurophyllus,TRUE
Leucopogon newbeyi,TRUE
Leucopogon nitidus,TRUE
Leucopogon nutans,TRUE
Leucopogon obovatus,TRUE
Leucopogon obtectus,TRUE
Leucopogon obtusatus,TRUE
Leucopogon oldfieldii,TRUE
Leucopogon oliganthus,TRUE
Leucopogon opponens,TRUE
Leucopogon oppositifolius,TRUE
Leucopogon ovalifolius,TRUE
Leucopogon oxycedrus,TRUE
Leucopogon ozothamnoides,TRUE
Leucopogon paradoxus,TRUE
Leucopogon parviflorus,TRUE
Leucopogon pendulus,TRUE
Leucopogon penicillatus,TRUE
Leucopogon phyllostachys,TRUE
Leucopogon pilifer,TRUE
Leucopogon pimeleoides,TRUE
Leucopogon planifolius,TRUE
Leucopogon plumuliflorus,TRUE
Leucopogon pogonocalyx,TRUE
Leucopogon polymorphus,TRUE
Leucopogon polystachyus,TRUE
Leucopogon prolatus,TRUE
Leucopogon propinquus,TRUE
Leucopogon psammophilus,TRUE
Leucopogon psilopus,TRUE
Leucopogon pubescens,TRUE
Leucopogon pulchellus,TRUE
Leucopogon racemulosus,TRUE
Leucopogon recurvisepalus,TRUE
Leucopogon reflexus,TRUE
Leucopogon remotus,TRUE
Leucopogon obovatus subsp. revolutus,TRUE
Leucopogon rigidus,TRUE
Leucopogon riparius,TRUE
Leucopogon rodwayi,TRUE
Leucopogon rotundifolius,TRUE
Leucopogon rubricaulis,TRUE
Leucopogon rufus,TRUE
Leucopogon rugulosus,TRUE
Leucopogon rupicola,TRUE
Leucopogon ruscifolius,TRUE
Leucopogon setiger,TRUE
Leucopogon simulans,TRUE
Leucopogon sonderensis,TRUE
Acrothamnus spathaceus,TRUE
Leucopogon blakei,TRUE
Leucopogon sp. Arrino (M.Hislop 2675),TRUE
Leucopogon sp. Avon (J.Buegge D34),TRUE
Leucopogon sp. Badgingarra (R.Davis 421),TRUE
Leucopogon sp. Barren Range (A.S.George 10092),TRUE
Leucopogon sp. Bifid Eneabba (M.Hislop 1927),TRUE
Leucopogon sp. Bindoon (F.Hort 2766),TRUE
Leucopogon sp. Boddington (D.Halford 80746),TRUE
Leucopogon sp. Bolgart (M.Hislop & F.Hort MH2486),TRUE
Leucopogon sp. Bonnie Hill (K.R.Newbey 9831),TRUE
Leucopogon sp. Boolbunda Rock (K.M.Sparshott+ KMS623),TRUE
Leucopogon sp. Boorabbin (K.R.Newbey 8374),TRUE
Leucopogon sp. Boyup Brook (A.Webb BNC1025),TRUE
Leucopogon sp. Bremer Bay (K.R.Newbey 4667),TRUE
Leucopogon sp. Brookton (K.Kershaw & L.Kerrigan KK2192),TRUE
Leucopogon sp. Bungulla (R.D.Royce 3435),TRUE
Leucopogon sp. Burrum Heads (A.R.Bean 7802),TRUE
Leucopogon sp. Busselton (D.Cooper 243),TRUE
Leucopogon sp. Cape le Grand (G.Byrne 2584),TRUE
Leucopogon sp. Carnamah (M.Hislop 2898),TRUE
Leucopogon sp. ciliate Eneabba (F.Obbens & C.Godden s.n. 3/7/2003),TRUE
Leucopogon sp. Clyde Hill (M.A.Burgman 1207),TRUE
Leucopogon sp. Cockleshell Gully (J.M.Powell 1749),TRUE
Leucopogon sp. Coolgardie (M.Hislop & F.Hort MH3197),TRUE
Leucopogon sp. Coolmunda (D.Halford Q1635),TRUE
Leucopogon sp. Coomallo (R.J.Cranfield 1457),TRUE
Leucopogon sp. Corrigin (K.Kershaw KK2091),TRUE
Leucopogon sp. Coujinup (M.A.Burgman 1085),TRUE
Leucopogon decrescens,TRUE
Leucopogon sp. Dongolocking (K.Kershaw KK2333),TRUE
Leucopogon sp. Dragon Rocks (A.M.Coates 2609),TRUE
Leucopogon sp. Dumbleyung (M.Hislop & F.Hort MH3239),TRUE
Leucopogon sp. Fitzgerald peaks (F.Obbens 19/97),TRUE
"Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)",TRUE
Leucopogon sp. Forrestania (G.F.Craig 2386),TRUE
Leucopogon sp. Frank Hann (K.R.Newbey 11499),TRUE
Leucopogon sp. Gingilup (N.Gibson & M.Lyons 590),TRUE
Leucopogon sp. Great Southern (R.S.Cowan A586),TRUE
Leucopogon sp. Gunapin (F.Hort 808),TRUE
Leucopogon sp. Howatharra (D. & N.McFarland 1046),TRUE
Leucopogon sp. Ironcaps (N.Gibson & K.Brown 3070),TRUE
Leucopogon sp. Israelite Bay (G.F.Craig 2558),TRUE
Leucopogon sp. Jaurdi (M.Hislop 4172),TRUE
Leucopogon sp. Kalbarri (J.M.Powell 1695),TRUE
Leucopogon sp. Kambalda (J.Williams s.n. PERTH 07305028),TRUE
Leucopogon sp. Karroun Hill (K.R.Thiele 4167),TRUE
Leucopogon sp. Kau Rock (M.A.Burgman 1126),TRUE
Leucopogon sp. Lake King (A.J.G.Wilson 65),TRUE
Leucopogon sp. Lake Magenta (K.R.Newbey 3387),TRUE
Leucopogon sp. Lake Tay (W.R.Archer 2104138),TRUE
Leucopogon sp. Lamington (G.Leiper AQ 633386),TRUE
Leucopogon sp. Lort River (M.Golding 3),TRUE
Leucopogon sp. Manypeaks (A.S.George 6488),TRUE
Leucopogon sp. Margaret River (J.Scott 207),TRUE
Leucopogon sp. Mid West (J.S.Beard 7388),TRUE
Leucopogon sp. Moore River (M.Hislop 1695),TRUE
Leucopogon sp. Moresby Range (S.Patrick 2614),TRUE
Leucopogon sp. Mount Heywood (M.A.Burgman 1211),TRUE
Leucopogon sp. Murchison (R.J.Cranfield 9224),TRUE
Leucopogon sp. Murdoch (M.Hislop 1037),TRUE
Leucopogon sp. Nabawa (M.Hislop 2765),TRUE
Leucopogon sp. Newdegate (M.Hislop 3585),TRUE
Leucopogon sp. Northern ciliate (R.Davis 3393),TRUE
Leucopogon sp. Northern Scarp (M.Hislop 2233),TRUE
Leucopogon sp. Ongerup (A.S.George 16682),TRUE
Leucopogon sp. outer wheatbelt (M.Hislop 30),TRUE
Leucopogon sp. Parkerville (A.Meebold 11654),TRUE
Leucopogon sp. Pingrup (W.E.Blackall 3010),TRUE
Leucopogon sp. Port Gregory (C.Page 33),TRUE
Leucopogon sp. Salt Lake (G.F.Craig 3069),TRUE
Leucopogon sp. short style (S.Barrett 1578),TRUE
Leucopogon sp. Southern Forests (B.G.Hammersley 1000),TRUE
Leucopogon sp. Southern Granite (E.D.Middleton EDM266),TRUE
Leucopogon sp. Tathra (M.Hislop 2900),TRUE
Leucopogon sp. Three Springs (M.Hislop 2504),TRUE
Leucopogon sp. Twertup (K.Newbey 10859),TRUE
Leucopogon sp. Varley (M.Hislop 3659),TRUE
Leucopogon sp. Walpole (R.J.Cranfield 10940),TRUE
Leucopogon sp. Wandering (F.Hort 419),TRUE
Leucopogon sp. Warradarge (M.Hislop 1908),TRUE
Leucopogon sp. Wessell Islands (P.K.Latz 3329),TRUE
Leucopogon sp. Wheatbelt (S.Murray 257),TRUE
Leucopogon sp. Yanchep (M.Hislop 1986),TRUE
Leucopogon sp. Yandanooka (M.Hislop 2507),TRUE
Leucopogon sp. Yanneymooning (F.Mollemans 3797),TRUE
Leucopogon sp. Yellowdine (M.Hislop & F.Hort MH3194),TRUE
Acrothamnus spathaceus,TRUE
Leucopogon spectabilis,TRUE
Leucopogon sprengelioides,TRUE
Leucopogon squarrosus,TRUE
Leucopogon stenophyllus,TRUE
Leucopogon stokesii,TRUE
Leucopogon striatus,TRUE
Leucopogon strictus,TRUE
Leucopogon strongylophyllus,TRUE
Leucopogon fraseri,TRUE
Acrothamnus hookeri,TRUE
Leucopogon subsejunctus,TRUE
Leucopogon tamariscinus,TRUE
Leucopogon tamminensis,TRUE
Leucopogon tamminensis var. australis,TRUE
Leucopogon tamminensis var. tamminensis,TRUE
Leucopogon tenuicaulis,TRUE
Leucopogon tenuis,TRUE
Leucopogon tetragonus,TRUE
Leucopogon thymifolius,TRUE
Leucopogon trichostylus,TRUE
Leucopogon unilateralis,TRUE
Leucopogon validus,TRUE
Leucopogon verticillatus,TRUE
Leucopogon virgatus,TRUE
Leucopogon virgatus var. brevifolius,TRUE
Leucopogon virgatus var. virgatus,TRUE
Leucopogon wheelerae,TRUE
Leucopogon woodsii,TRUE
Leucopogon yorkensis,TRUE
Levenhookia chippendalei,TRUE
Levenhookia dubia,TRUE
Levenhookia leptantha,TRUE
Levenhookia murfetii,TRUE
Levenhookia octomaculata,TRUE
Levenhookia pauciflora,TRUE
Levenhookia preissii,TRUE
Levenhookia pulcherrima,TRUE
Levenhookia pusilla,TRUE
Levenhookia sonderi,TRUE
Levenhookia stipitata,TRUE
Levieria acuminata,TRUE
Leycesteria formosa,FALSE
Leymus arenarius,FALSE
Leymus multicaulis,FALSE
Calytrix glaberrima,TRUE
Libertia paniculata,TRUE
Libertia pulchella,TRUE
Libertia pulchella var. pulchella,TRUE
Libertia pulchella var. pygmaea,TRUE
Licuala ramsayi,TRUE
Licuala ramsayi var. ramsayi,TRUE
Licuala ramsayi var. tuckeri,TRUE
Ligustrum australianum,TRUE
Ligustrum glomeratum,TRUE
Ligustrum lucidum,FALSE
Ligustrum ovalifolium,FALSE
Ligustrum sinense,FALSE
Ligustrum vulgare,FALSE
Lilaeopsis brisbanica,TRUE
Lilaeopsis polyantha,TRUE
Lilaeopsis sp. West Coast (A.Moscal 5655),TRUE
Lilium candidum,FALSE
Lilium formosanum,FALSE
Lilium lancifolium,FALSE
Limnobium laevigatum,FALSE
Limnocharis flava,FALSE
Limnophila aromatica,TRUE
Limnophila australis,TRUE
Limnophila brownii,TRUE
Limnophila chinensis,TRUE
Limnophila fragrans,TRUE
Limonium australe,TRUE
Limonium australe var. australe,TRUE
Limonium australe var. baudinii,TRUE
Limonium binervosum,FALSE
Limonium companyonis,FALSE
Limonium hyblaeum,FALSE
Limonium lobatum,FALSE
Limonium myrianthum,FALSE
Limonium otolepis,FALSE
Limonium sinuatum,FALSE
Limonium solanderi,TRUE
Limosella australis,TRUE
Limosella curdieana,TRUE
Limosella curdieana var. Long-pedicelled (W.R.Barker 3577),TRUE
Limosella granitica,TRUE
Linaria arvensis,FALSE
Linaria bordiana,FALSE
Nuttallanthus canadensis,FALSE
Linaria dalmatica,FALSE
Linaria incarnata,FALSE
Linaria nigricans,FALSE
Linaria pelisseriana,FALSE
Linaria vulgaris,FALSE
Lindera queenslandica,TRUE
Lindernia alsinoides,TRUE
Vandellia aplectra,TRUE
Lindernia barkeri,TRUE
Lindernia beasleyi,TRUE
Vandellia chrysoplectra,TRUE
Lindernia clausa,TRUE
Vandellia cleistandra,TRUE
Vandellia eremophiloides,TRUE
Vandellia hypandra,TRUE
Lindernia hyssopoides,TRUE
Lindernia lobelioides,TRUE
Vandellia macrosiphonia,TRUE
Hemiarrhena plantaginea,TRUE
Lindernia procumbens,FALSE
Lindernia pubescens,TRUE
Lindernia pusilla,TRUE
Vandellia scapigera,TRUE
Lindernia sp. Brennans Showy Anthers (K.G.Brennan 3155),TRUE
Lindernia sp. Bribie Island (S.T.Blake 7089),TRUE
Lindernia sp. Cleft hood (C.S.Robinson 686),TRUE
Lindernia sp. Cliff lover (P.K.Latz 10123),TRUE
Lindernia sp. Dissected leaf (N.B.Byrnes 1520),TRUE
Lindernia sp. Hann River (M.Lazarides 9167),TRUE
Lindernia sp. Kakadu (J.L.Egan 4819),TRUE
Lindernia sp. Litchfield (I.D.Cowie 5725),TRUE
Lindernia sp. Long leaved (J.L.Egan 5112),TRUE
Lindernia sp. Melville Island (C.R.Dunlop 4609),TRUE
Lindernia sp. Mount Bundey (C.R.Dunlop 8840),TRUE
Lindernia sp. Nabarlek (K.G.Brennan 3156),TRUE
Lindernia sp. Narridj Creek (R.K.Harwood 981),TRUE
Lindernia sp. Open throated (J.Russell-Smith 5581),TRUE
Lindernia sp. Recurved hood (I.D.Cowie 1171),TRUE
Lindernia sp. Robust branched (D.Lucas 118),TRUE
Lindernia sp. Robyns Showy Anthers (L.A.Craven 6234),TRUE
Lindernia sp. Showy Anthers (L.A.Craven 2393),TRUE
Lindernia sp. Small whitish corolla (I.D.Cowie 5661),TRUE
Lindernia sp. Tingoora (A.R.Bean 10311),TRUE
Lindernia sp. Willowra (G.M.Chippendale 4814),TRUE
Lindernia stantonii,TRUE
Vandellia subulata,TRUE
Vandellia tectanthera,TRUE
Lindernia tenuifolia,TRUE
Lindsaea brachypoda,TRUE
Lindsaea dimorpha,TRUE
Lindsaea ensifolia,TRUE
Lindsaea fraseri,TRUE
Lindsaea incisa,TRUE
Lindsaea linearis,TRUE
Lindsaea media,TRUE
Lindsaea microphylla,TRUE
Lindsaea obtusa,TRUE
Lindsaea orbiculata,TRUE
Lindsaea pulchella,TRUE
Lindsaea pulchella var. blanda,TRUE
Lindsaea repens,TRUE
Lindsaea terraereginae,TRUE
Lindsaea trichomanoides,TRUE
Lindsaea walkerae,TRUE
Lindsayomyrtus racemoides,TRUE
Chionanthus sleumeri,TRUE
Linospadix apetiolatus,TRUE
Linospadix apetiolatus,TRUE
Linospadix microcaryus,TRUE
Linospadix microcaryus,TRUE
Linospadix minor,TRUE
Linospadix monostachyos,TRUE
Linospadix monostachyos,TRUE
Linospadix monostachyos,TRUE
Linospadix palmerianus,TRUE
Linospadix palmerianus,TRUE
Linum albidum,TRUE
Linum bienne,FALSE
Linum catharticum,FALSE
Linum marginale,TRUE
Linum strictum,FALSE
Linum trigynum,FALSE
Linum usitatissimum,FALSE
Liparophyllum capitatum,TRUE
Liparophyllum congestiflorum,TRUE
Liparophyllum exaltatum,TRUE
Liparophyllum exiguum,TRUE
Liparophyllum gunnii,TRUE
Liparophyllum lasiospermum,TRUE
Liparophyllum latifolium,TRUE
Liparophyllum violifolium,TRUE
Cyperus albescens,TRUE
Lipocarpha microcephala,TRUE
Lippia alba,FALSE
Lippia alba var. alba,FALSE
Lissanthe brevistyla,TRUE
Acrothamnus montanus,TRUE
Lissanthe pleurandroides,TRUE
Lissanthe pluriloculata,TRUE
Lissanthe powelliae,TRUE
Lissanthe rubicunda,TRUE
Lissanthe sapida,TRUE
Lissanthe scabra,TRUE
Lissanthe sp. Diggers Camp (J.M.Powell 4557),TRUE
Lissanthe strigosa,TRUE
Lissanthe strigosa subsp. strigosa,TRUE
Lissanthe strigosa subsp. subulata,TRUE
Lissanthe synandra,TRUE
Lithomyrtus cordata,TRUE
Lithomyrtus densifolia,TRUE
Lithomyrtus dunlopii,TRUE
Lithomyrtus grandifolia,TRUE
Lithomyrtus hypoleuca,TRUE
Lithomyrtus kakaduensis,TRUE
Lithomyrtus linariifolia,TRUE
Lithomyrtus microphylla,TRUE
Lithomyrtus obtusa,TRUE
Lithomyrtus repens,TRUE
Lithomyrtus retusa,TRUE
Lithospermum officinale,FALSE
Litsea australis,TRUE
Litsea bennettii,TRUE
Litsea bindoniana,TRUE
Litsea breviumbellata,TRUE
Litsea connorsii,TRUE
Neolitsea dealbata,TRUE
Litsea macrophylla,TRUE
Litsea fawcettiana,TRUE
Litsea glutinosa,TRUE
Litsea granitica,TRUE
Litsea leefeana,TRUE
Litsea macrophylla,TRUE
Litsea reticulata,TRUE
Livistona alfredii,TRUE
Livistona australis,TRUE
Livistona benthamii,TRUE
Livistona concinna,TRUE
Livistona decora,TRUE
Livistona decora,TRUE
Livistona drudei,TRUE
Livistona eastonii,TRUE
Livistona fulva,TRUE
Livistona humilis,TRUE
Livistona inermis,TRUE
Livistona lanuginosa,TRUE
Livistona lorophylla,TRUE
Livistona mariae,TRUE
Livistona muelleri,TRUE
Livistona nasmophila,TRUE
Livistona nitida,TRUE
Livistona mariae subsp. rigida,TRUE
Livistona victoriae,TRUE
Lobelia anceps,TRUE
Lobelia anceps,TRUE
Lobelia anceps,TRUE
Lobelia andrewsii,TRUE
Scaevola angulata,TRUE
Lobelia archeri,TRUE
Lobelia arnhemiaca,TRUE
Lobelia beaugleholei,TRUE
Lobelia pedunculata,TRUE
Lobelia browniana,TRUE
Lobelia cleistogamoides,TRUE
Lobelia concolor,TRUE
Lobelia darlingensis,TRUE
Lobelia dentata,TRUE
Lobelia dioica,TRUE
Lobelia douglasiana,TRUE
Lobelia erinus,FALSE
Lobelia fissiflora,TRUE
Lobelia gelida,TRUE
Lobelia gibbosa,TRUE
Lobelia browniana,TRUE
Lobelia gibbosa,TRUE
Lobelia heterophylla,TRUE
Lobelia irrigua,TRUE
Lobelia laxiflora,FALSE
Lobelia leucotos,TRUE
Lobelia membranacea,TRUE
Lobelia pedunculata,TRUE
Lobelia pratioides,TRUE
Lobelia purpurascens,TRUE
Lobelia quadrangularis,TRUE
Lobelia rarifolia,TRUE
Lobelia rhombifolia,TRUE
Lobelia rhytidosperma,TRUE
Lobelia simplicicaulis,TRUE
Lobelia simulans,TRUE
Lobelia sp. Cox Peninsula (R.Booth 221),TRUE
Lobelia stenophylla,TRUE
Lobelia surrepens,TRUE
Lobelia tenuior,TRUE
Lobelia trigonocaulis,TRUE
Lobelia winfridae,TRUE
Lobularia maritima,FALSE
Logania albiflora,TRUE
Logania archeri,TRUE
Orianthera biloba,TRUE
Logania buxifolia,TRUE
Orianthera callosa,TRUE
Orianthera campanulata,TRUE
Orianthera centralis,TRUE
Logania cordifolia,TRUE
Logania crassifolia,TRUE
Logania diffusa,TRUE
Orianthera exilis,TRUE
Logania fasciculata,TRUE
Orianthera flaviflora,TRUE
Logania albiflora,TRUE
Logania granitica,TRUE
Logania insularis,TRUE
Orianthera judithiana,TRUE
Logania linifolia,TRUE
Logania litoralis,TRUE
Logania micrantha,TRUE
Logania minor,TRUE
Logania nanophylla,TRUE
Orianthera nuda,TRUE
Logania ovata,TRUE
Logania perryana,TRUE
Orianthera pusilla,TRUE
Logania recurva,TRUE
Logania saxatilis,TRUE
Logania scabrella,TRUE
Orianthera serpyllifolia,TRUE
Orianthera serpyllifolia subsp. serpyllifolia,TRUE
Logania granitica,TRUE
Orianthera spermacocea,TRUE
Logania stenophylla,TRUE
Logania sylvicola,TRUE
Orianthera tortuosa,TRUE
Logania vaginalis,TRUE
Orianthera wendyae,TRUE
Logfia gallica,FALSE
Lolium loliaceum,FALSE
Lolium multiflorum,FALSE
Lolium perenne,FALSE
Lolium perenne,FALSE
Lolium remotum,FALSE
Lolium rigidum,FALSE
Lolium temulentum,FALSE
Lolium temulentum f. arvense,FALSE
Lolium temulentum f. temulentum,FALSE
Lolium x hubbardii,FALSE
Lolium x hybridum,FALSE
Lomandra banksii,TRUE
Lomandra bracteata,TRUE
Lomandra brevis,TRUE
Lomandra brittanii,TRUE
Lomandra caespitosa,TRUE
Lomandra collina,TRUE
Lomandra confertifolia,TRUE
Lomandra confertifolia subsp. confertifolia,TRUE
Lomandra confertifolia subsp. leptostachya,TRUE
Lomandra confertifolia subsp. pallida,TRUE
Lomandra confertifolia subsp. rubiginosa,TRUE
Lomandra confertifolia subsp. similis,TRUE
Lomandra cylindrica,TRUE
Lomandra densiflora,TRUE
Lomandra drummondii,TRUE
Lomandra multiflora subsp. dura,TRUE
Lomandra effusa,TRUE
Lomandra elongata,TRUE
Lomandra fibrata,TRUE
Lomandra filiformis,TRUE
Lomandra filiformis subsp. coriacea,TRUE
Lomandra filiformis subsp. filiformis,TRUE
Lomandra filiformis subsp. flavior,TRUE
Lomandra fluviatilis,TRUE
Lomandra glauca,TRUE
Lomandra collina,TRUE
Lomandra glauca,TRUE
Lomandra gracilis,TRUE
Lomandra hastilis,TRUE
Lomandra hermaphrodita,TRUE
Lomandra hystrix,TRUE
Lomandra integra,TRUE
Lomandra juncea,TRUE
Lomandra laxa,TRUE
Lomandra leucocephala,TRUE
Lomandra leucocephala subsp. leucocephala,TRUE
Lomandra leucocephala subsp. robusta,TRUE
Lomandra longifolia,TRUE
Lomandra longifolia,TRUE
Lomandra longifolia,TRUE
Lomandra marginata,TRUE
Lomandra maritima,TRUE
Lomandra micrantha,TRUE
Lomandra micrantha subsp. micrantha,TRUE
Lomandra micrantha subsp. teretifolia,TRUE
Lomandra micrantha subsp. tuberculata,TRUE
Lomandra montana,TRUE
Lomandra mucronata,TRUE
Lomandra multiflora,TRUE
Lomandra multiflora subsp. dura,TRUE
Lomandra multiflora subsp. multiflora,TRUE
Lomandra nana,TRUE
Lomandra nigricans,TRUE
Lomandra nutans,TRUE
Lomandra obliqua,TRUE
Lomandra odora,TRUE
Lomandra ordii,TRUE
Lomandra oreophila,TRUE
Lomandra patens,TRUE
Lomandra pauciflora,TRUE
Lomandra preissii,TRUE
Lomandra purpurea,TRUE
Lomandra rigida,TRUE
Lomandra rupestris,TRUE
Lomandra sericea,TRUE
Lomandra sonderi,TRUE
Lomandra sororia,TRUE
Lomandra sp. Kimberley (M.D.Barrett 1036),TRUE
Lomandra spartea,TRUE
Lomandra spicata,TRUE
Lomandra suaveolens,TRUE
Lomandra teres,TRUE
Lomandra tropica,TRUE
Lomandra whicherensis,TRUE
Lomariopsis kingii,TRUE
Lomatia arborescens,TRUE
Lomatia fraseri,TRUE
Lomatia fraxinifolia,TRUE
Lomatia ilicifolia,TRUE
Lomatia myricoides,TRUE
Lomatia polymorpha,TRUE
Lomatia silaifolia,TRUE
Lomatia tasmanica,TRUE
Lomatia tinctoria,TRUE
Lonicera fragrantissima,FALSE
Lonicera japonica,FALSE
Lonicera periclymenum,FALSE
Lonicera x italica,FALSE
Lophatherum gracile,TRUE
Rostraria pumila,FALSE
Lophopetalum arnhemicum,TRUE
Lophopyrum ponticum,FALSE
Lophospermum erubescens,FALSE
Lophostemon confertus,TRUE
Lophostemon grandiflorus,TRUE
Lophostemon grandiflorus subsp. grandiflorus,TRUE
Lophostemon grandiflorus subsp. riparius,TRUE
Lophostemon lactifluus,TRUE
Lophostemon suaveolens,TRUE
Lordhowea insularis,TRUE
Lotononis bainesii,FALSE
Lotus angustissimus,FALSE
Lotus australis,TRUE
Lotus australis,TRUE
Lotus cruentus,TRUE
Lotus corniculatus,FALSE
Lotus corniculatus var. corniculatus,FALSE
Lotus tenuis,FALSE
Lotus creticus,FALSE
Lotus cruentus,TRUE
Lotus preslii,FALSE
Lotus subbiflorus,FALSE
Lotus tenuis,FALSE
Lotus tetragonolobus,FALSE
Lotus uliginosus,FALSE
Loxocarya albipes,TRUE
Loxocarya cinerea,TRUE
Desmocladus fasciculatus,TRUE
Desmocladus flexuosus,TRUE
Loxocarya gigas,TRUE
Loxocarya magna,TRUE
Loxocarya striata,TRUE
Ludwigia adscendens,TRUE
Ludwigia arcuata x Ludwigia repens,FALSE
Ludwigia hyssopifolia,TRUE
Ludwigia longifolia,FALSE
Ludwigia octovalvis,TRUE
Ludwigia palustris,TRUE
Ludwigia peploides,TRUE
Ludwigia peploides subsp. montevidensis,TRUE
Ludwigia perennis,TRUE
Ludwigia peruviana,FALSE
Ludwigia repens,FALSE
Luffa aegyptiaca,TRUE
Luffa aegyptiaca,TRUE
Luffa graveolens,TRUE
Luffa saccata,TRUE
Lumnitzera littorea,TRUE
Lumnitzera racemosa,TRUE
Lunaria annua,FALSE
Lunasia amara,TRUE
Lunasia amara var. amara,TRUE
Deparia petersenii,TRUE
Lupinus albus,FALSE
Lupinus angustifolius,FALSE
Lupinus arboreus,FALSE
Lupinus cosentinii,FALSE
Lupinus luteus,FALSE
Lupinus pilosus,FALSE
Lupinus polyphyllus,FALSE
Lupinus x regalis,FALSE
Luvunga monophylla,TRUE
Luzula acutifolia,TRUE
Luzula acutifolia subsp. acutifolia,TRUE
Luzula acutifolia subsp. nana,TRUE
Luzula alpestris,TRUE
Luzula atrata,TRUE
Luzula australasica,TRUE
Luzula australasica subsp. dura,TRUE
Luzula campestris,FALSE
Luzula congesta,FALSE
Luzula crinita,TRUE
Luzula densiflora,TRUE
Luzula flaccida,TRUE
Luzula longiflora,TRUE
Luzula meridionalis,TRUE
Luzula densiflora,TRUE
Luzula flaccida,TRUE
Luzula meridionalis,TRUE
Luzula modesta,TRUE
Luzula multiflora,FALSE
Luzula novae-cambriae,TRUE
Luzula ovata,TRUE
Luzula poimena,TRUE
Silene coronaria,FALSE
Lycianthes biflora,TRUE
Lycianthes rantonnetii,FALSE
